"","codmun7","municipio","espvida","gini","rdpc","pop","idhm","idhm_e","idhm_l","idhm_r","G01_QTD_EMP","G01_QTD_VINC","G02_QTD_EMP","G02_QTD_VINC","G03_QTD_EMP","G03_QTD_VINC","G04_QTD_EMP","G04_QTD_VINC","G05_QTD_EMP","G05_QTD_VINC","G06_QTD_EMP","G06_QTD_VINC","G07_QTD_EMP","G07_QTD_VINC","G08_QTD_EMP","G08_QTD_VINC","G09_QTD_EMP","G09_QTD_VINC","G10_QTD_EMP","G10_QTD_VINC","G11_QTD_EMP","G11_QTD_VINC","G12_QTD_EMP","G12_QTD_VINC","G13_QTD_EMP","G13_QTD_VINC","G14_QTD_EMP","G14_QTD_VINC","Geral_QTD_EMP","Geral_QTD_VINC"
"106",3509304,"CAJOBI",74.32,0.4,679.75,9760,0.734,0.674,0.822,0.714,0,0,1,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,723,1501
"107",3509403,"CAJURU",74.52,0.4,597.11,23277,0.713,0.633,0.825,0.693,6,1,17,108,0,0,108,197,12,17,2,1,0,0,0,0,5,90,3,1,0,0,0,0,2,1,12,119,2230,5092
"108",3509452,"CAMPINA DO MONTE ALEGRE",75.77,0.53,575.66,5530,0.717,0.634,0.846,0.687,0,0,3,3,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,369,841
"109",3509502,"CAMPINAS",76.59,0.56,1390.83,1071983,0.805,0.731,0.86,0.829,184,616,302,1224,7,8,17,99,963,3255,38,922,26,172,1,2,0,0,93,1629,15,98,13,41,45,15,289,1266,70218,411949
"110",3509601,"CAMPO LIMPO PAULISTA",75.4,0.43,767.85,73614,0.769,0.739,0.84,0.733,13,74,25,40,0,0,0,0,26,41,1,7,1,11,0,0,0,0,6,62,0,0,0,0,2,0,13,137,1905,12038
"111",3509700,"CAMPOS DO JORDÃO",76.1,0.59,911.4,47287,0.749,0.648,0.852,0.761,6,11,2,0,0,0,0,0,25,59,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,3066,13028
"112",3509809,"CAMPOS NOVOS PAULISTA",74.41,0.43,516.26,4537,0.706,0.638,0.824,0.67,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,721
"113",3509908,"CANANÉIA",76.07,0.49,540.54,12144,0.72,0.649,0.851,0.677,0,0,1,0,10,27,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,537,1602
"114",3509957,"CANAS",72.83,0.43,444.72,4384,0.704,0.677,0.797,0.646,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,202,918
"115",3510005,"CÂNDIDO MOTA",75.71,0.41,627.55,29731,0.747,0.704,0.845,0.701,7,53,4,262,0,0,0,0,14,25,1,0,0,0,0,0,2,3,1,0,3,0,0,0,2,0,6,3,1574,6109
"116",3510104,"CÂNDIDO RODRIGUES",76.79,0.48,837.17,2668,0.789,0.762,0.863,0.747,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,223,693
"117",3510153,"CANITAR",72.46,0.4,480.52,4362,0.68,0.605,0.791,0.658,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,518
"118",3510203,"CAPÃO BONITO",74.55,0.5,534.75,46014,0.721,0.671,0.826,0.675,7,23,35,43,1,0,1,8,17,80,0,0,0,0,0,0,1,5,0,0,0,0,0,0,11,10,11,17,2777,8156
"119",3510302,"CAPELA DO ALTO",74.36,0.4,526.28,17220,0.699,0.617,0.823,0.673,0,0,2,3,2,2,0,0,6,10,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1,0,6,39,738,3482
"120",3510401,"CAPIVARI",75.89,0.46,820.46,47858,0.75,0.669,0.848,0.744,25,166,9,35,0,0,0,0,50,216,3,11,3,12,0,0,1,7,2,83,1,5,2,29,3,0,82,703,2254,15267
"121",3510500,"CARAGUATATUBA",75.68,0.5,773.99,99908,0.759,0.705,0.845,0.735,7,2,10,11,0,0,0,0,44,256,3,13,0,0,1,0,0,0,3,2,0,0,0,0,1,0,15,24,5288,26297
"122",3510609,"CARAPICUÍBA",75.52,0.46,712.78,368909,0.749,0.693,0.842,0.721,56,167,40,45,0,0,0,0,107,545,4,160,6,61,2,11,0,0,8,13,0,0,4,3,1,0,109,307,8251,37168
"123",3510708,"CARDOSO",76.18,0.42,605.99,11762,0.722,0.636,0.853,0.695,3,1,1,1,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,709,1399
"124",3510807,"CASA BRANCA",75.08,0.49,737.96,25971,0.73,0.64,0.835,0.727,2,2,25,183,0,0,1,0,11,39,0,0,0,0,0,0,1,85,0,0,0,0,0,0,1,0,5,184,1811,6748
"125",3510906,"CÁSSIA DOS COQUEIROS",76.81,0.43,551.4,2624,0.734,0.673,0.864,0.68,0,0,0,0,0,0,89,72,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,541,473
"126",3511003,"CASTILHO",74.63,0.46,579.36,17531,0.731,0.686,0.827,0.688,1,1,2,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,3,649,3001
"127",3511102,"CATANDUVA",76.2,0.46,945.05,112210,0.785,0.74,0.853,0.767,33,170,53,762,0,0,0,0,143,508,14,107,0,0,2,14,2,34,5,12,0,0,0,0,11,0,49,241,7507,36244
"128",3511201,"CATIGUÁ",76.12,0.43,771.78,7080,0.751,0.676,0.852,0.734,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,443,712
"129",3511300,"CEDRAL",77.3,0.42,845.41,7933,0.766,0.689,0.872,0.749,10,105,2,1,0,0,2,0,13,18,0,0,1,17,0,0,0,0,0,0,0,0,0,0,1,0,14,7,875,4884
"130",3511409,"CERQUEIRA CÉSAR",74.23,0.43,665.36,17288,0.729,0.666,0.821,0.71,1,1,2,2,2,0,9,2,7,4,2,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9,1156,4484
"131",3511508,"CERQUILHO",76.21,0.42,894.52,39409,0.782,0.739,0.854,0.758,11,29,23,35,0,0,0,0,52,96,3,9,0,0,0,0,0,0,2,7,0,0,0,0,0,0,139,1026,2557,12814
"132",3511607,"CESÁRIO LANGE",73.23,0.43,684.95,14493,0.706,0.611,0.804,0.715,1,8,2,0,0,0,1,0,6,14,2,3,0,0,0,0,0,0,0,0,7,308,1,2,0,0,6,28,1155,3662
"133",3511706,"CHARQUEADA",74.18,0.4,705.01,15029,0.736,0.675,0.82,0.72,1,0,6,2,0,0,0,0,6,4,0,0,1,4,0,0,0,0,0,0,3,38,0,0,1,0,6,73,773,2321
"134",3511904,"CLEMENTINA",74.25,0.37,640.87,7035,0.725,0.66,0.821,0.704,1,0,6,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,376,2835
"135",3512001,"COLINA",75.71,0.46,706.69,17279,0.757,0.712,0.845,0.72,2,10,0,0,0,0,0,0,13,27,0,0,0,0,0,0,1,8,1,0,0,0,0,0,1,0,0,0,890,5536
"136",3512100,"COLÔMBIA",73.13,0.4,582.53,5982,0.71,0.647,0.802,0.689,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,649,5148
"137",3512209,"CONCHAL",74.64,0.43,617.76,25103,0.708,0.614,0.827,0.699,17,907,4,7,0,0,0,0,6,99,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,3,1122,5894
"138",3512308,"CONCHAS",75.19,0.49,730.42,16191,0.736,0.658,0.837,0.725,7,9,6,9,0,0,0,0,13,20,1,1,0,0,0,0,3,17,0,0,29,249,0,0,0,0,29,414,1258,3349
"139",3512407,"CORDEIRÓPOLIS",76.45,0.44,873.87,20946,0.758,0.674,0.858,0.754,5,12,11,5,0,0,1,0,14,103,1,13,1,42,0,0,0,0,0,0,9,3066,0,0,0,0,3,17,1274,10311
"140",3512506,"COROADOS",73.96,0.39,638.21,5224,0.719,0.648,0.816,0.704,0,0,1,63,1,0,0,0,14,49,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,374,961
"141",3512605,"CORONEL MACEDO",73.64,0.45,465.29,4991,0.69,0.619,0.811,0.653,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,2,94,0,0,0,0,2,55,279,838
"142",3512704,"CORUMBATAÍ",75.43,0.48,741.32,3869,0.754,0.7,0.841,0.728,2,8,1,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,7,55,0,0,0,0,4,3,333,1102
"143",3512803,"COSMÓPOLIS",77.57,0.42,829.25,58542,0.769,0.697,0.876,0.746,3,1,14,38,0,0,1,1,33,112,1,3,0,0,0,0,1,11,3,3,0,0,0,0,4,0,11,13,2227,9879
"144",3512902,"COSMORAMA",75.96,0.4,643.1,7188,0.722,0.63,0.849,0.705,4,65,1,1,0,0,2,1,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,536,2245
"145",3513009,"COTIA",76.05,0.57,1085.66,199437,0.78,0.707,0.851,0.789,64,583,74,331,0,0,0,0,131,499,16,619,2,0,6,565,0,0,16,425,0,0,1,0,14,12,58,165,12314,75971
"146",3513108,"CRAVINHOS",76.44,0.42,784.4,31565,0.756,0.683,0.857,0.737,5,64,14,15,0,0,10,16,48,62,5,28,3,66,0,0,1,3,5,120,0,0,0,0,3,0,3,4,2172,8824
"147",3513207,"CRISTAIS PAULISTA",73.11,0.48,721.31,7565,0.734,0.682,0.802,0.723,1,0,4,3,0,0,377,355,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,850,1448
"148",3513306,"CRUZÁLIA",76.18,0.43,614.17,2272,0.774,0.778,0.853,0.698,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,1,20,177,387
"149",3513405,"CRUZEIRO",77.28,0.53,809.24,76867,0.788,0.758,0.871,0.742,6,3,19,74,0,0,0,0,44,135,4,61,0,0,0,0,1,162,0,0,2,1,3,11,2,1,12,36,2956,16488
"150",3513504,"CUBATÃO",74.23,0.45,689.21,118004,0.737,0.681,0.821,0.716,1,0,15,1327,0,0,0,0,30,198,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,5,7,11,2764,24570
"151",3513603,"CUNHA",74.54,0.54,525.19,21721,0.684,0.576,0.826,0.672,4,9,5,7,0,0,0,0,5,2,0,0,0,0,1,0,4,33,0,0,1,0,0,0,0,0,1,4,1329,2292
"152",3513702,"DESCALVADO",76.92,0.45,798.74,30629,0.76,0.687,0.865,0.74,6,39,18,76,0,0,4,15,24,32,1,161,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,2,2160,9619
"153",3513801,"DIADEMA",75.65,0.43,694.55,385473,0.757,0.716,0.844,0.717,68,521,101,438,0,0,0,0,214,1133,14,300,50,565,1,2,0,0,22,336,1,0,4,77,9,0,71,1944,11513,88242
"154",3513850,"DIRCE REIS",75.54,0.37,570.51,1689,0.741,0.704,0.842,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,313
"155",3513900,"DIVINOLÂNDIA",75.97,0.48,707.97,11026,0.734,0.645,0.85,0.72,5,7,7,17,0,0,1038,51,6,29,3,17,0,0,0,0,1,20,0,0,0,0,0,0,1,0,0,0,2757,2273
"156",3514007,"DOBRADA",74.1,0.38,589.47,7939,0.718,0.655,0.818,0.691,0,0,8,33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,269,730
"157",3514106,"DOIS CÓRREGOS",76.17,0.46,727.28,24650,0.725,0.616,0.853,0.725,19,400,5,4,1,0,86,44,35,208,0,0,0,0,0,0,1,4,1,7,0,0,0,0,3,0,2,0,2076,5148
"158",3514205,"DOLCINÓPOLIS",74.5,0.36,620.98,2094,0.742,0.709,0.825,0.699,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,124,269
"159",3514304,"DOURADO",73.66,0.37,697.37,8575,0.738,0.689,0.811,0.718,16,50,1,0,0,0,8,16,9,22,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,3,4,656,2773
"160",3514403,"DRACENA",75.51,0.44,862.86,41992,0.776,0.737,0.842,0.752,14,196,12,223,0,0,9,14,52,134,1,2,0,0,0,0,1,47,4,3,0,0,0,0,3,3,11,34,2961,11923
"161",3514502,"DUARTINA",75.24,0.43,688.4,12211,0.748,0.698,0.837,0.716,8,49,3,1,0,0,6,32,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,912,2339
"162",3514601,"DUMONT",75.91,0.39,705.3,8143,0.744,0.674,0.849,0.72,3,11,14,60,0,0,0,0,2,3,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,454,2090
"163",3514700,"ECHAPORÃ",75.01,0.53,703.55,6298,0.745,0.69,0.834,0.719,1,0,0,0,0,0,9,7,5,2,1,13,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10,0,674,829
"164",3514809,"ELDORADO",75.82,0.49,411,14608,0.691,0.615,0.847,0.633,0,0,0,0,132,689,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,487,2022
"165",3514908,"ELIAS FAUSTO",74.32,0.42,625.66,15563,0.695,0.583,0.822,0.701,5,20,7,80,0,0,0,0,6,33,1,189,0,0,0,0,0,0,0,0,6,93,0,0,1,0,5,11,878,5220
"166",3514924,"ELISIÁRIO",74.51,0.33,666.93,3120,0.747,0.712,0.825,0.711,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,554
"167",3514957,"EMBAÚBA",75.42,0.36,717.97,2423,0.73,0.641,0.84,0.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,347,360
"168",3515004,"EMBU",75.33,0.45,622.77,239841,0.735,0.676,0.839,0.7,33,329,24,27,0,0,0,0,83,701,8,601,1,0,0,0,1,223,2,35,0,0,6,62,3,0,22,84,5271,46324
"169",3515103,"EMBU-GUAÇU",75.01,0.5,676.52,62320,0.749,0.708,0.834,0.713,12,112,7,1,0,0,0,0,19,77,1,397,0,0,1,0,0,0,0,0,1,0,0,0,2,0,17,49,1538,8359
"170",3515129,"EMILIANÓPOLIS",73.28,0.38,584.76,3001,0.727,0.691,0.805,0.69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,262,331
"171",3515152,"ENGENHEIRO COELHO",73.87,0.45,707.37,15658,0.732,0.668,0.815,0.72,0,0,4,11,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,723,4819
"172",3515186,"ESPÍRITO SANTO DO PINHAL",77.31,0.57,1048.6,41568,0.787,0.712,0.872,0.784,8,63,54,1248,0,0,302,854,36,60,2,2,1,50,0,0,3,3,1,11,2,0,1,29,8,0,52,535,2439,11664
"173",3515194,"ESPÍRITO SANTO DO TURVO",74.12,0.38,533.76,4233,0.696,0.609,0.819,0.675,1,0,2,0,1,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,549
"174",3515202,"ESTRELA D'OESTE",77.4,0.39,670.65,8183,0.76,0.705,0.873,0.712,3,58,0,0,26,2,0,0,4,12,0,0,0,0,0,0,1,54,0,0,0,0,0,0,0,0,1,0,500,3621
"175",3515301,"ESTRELA DO NORTE",74.1,0.43,597.74,2619,0.74,0.714,0.818,0.693,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,351
"176",3515350,"EUCLIDES DA CUNHA PAULISTA",73.13,0.45,493.91,9456,0.704,0.655,0.802,0.663,1,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,743
"177",3515400,"FARTURA",77.02,0.43,618.77,15194,0.732,0.648,0.867,0.699,2,1,4,8,0,0,42,218,9,14,0,0,0,0,0,0,0,0,1,1,8,155,0,0,0,0,32,932,861,3754
"178",3515509,"FERNANDÓPOLIS",77.31,0.49,944,64444,0.797,0.758,0.872,0.767,18,270,20,83,7,14,11,0,56,152,3,18,3,13,0,0,0,0,2,0,0,0,0,0,2,0,62,217,4951,16704
"179",3515608,"FERNANDO PRESTES",76.55,0.41,832.72,5518,0.758,0.68,0.859,0.746,1,1,5,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,504,1369
"180",3515657,"FERNÃO",75.55,0.4,510.09,1561,0.703,0.617,0.843,0.668,1,12,1,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,124,329
"181",3515707,"FERRAZ DE VASCONCELOS",74.65,0.43,587.83,168022,0.738,0.703,0.828,0.691,14,49,18,63,0,0,0,0,61,189,3,516,1,18,1,0,0,0,4,361,0,0,9,288,3,0,40,892,2997,19387
"182",3515806,"FLORA RICA",72.74,0.4,511.8,1750,0.727,0.723,0.796,0.668,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,277
"183",3515905,"FLOREAL",73.49,0.37,663.83,2999,0.747,0.726,0.808,0.71,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,250,448
"184",3516002,"FLÓRIDA PAULISTA",73.44,0.41,632.97,11568,0.715,0.646,0.807,0.702,0,0,1,15,0,0,3,1,4,55,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,454,1360
"185",3516101,"FLORÍNIA",74.19,0.46,544.03,2829,0.713,0.652,0.82,0.678,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,495
"186",3516200,"FRANCA",75.5,0.46,846.57,317558,0.78,0.753,0.842,0.749,76,274,72,119,1,0,279,799,3321,15600,21,304,28,96,10,54,4,0,19,64,0,0,4,18,41,2,222,830,21179,86654
"187",3516309,"FRANCISCO MORATO",73.91,0.4,483.98,154059,0.703,0.647,0.815,0.659,5,3,9,2,0,0,0,0,28,235,0,0,2,4,0,0,0,0,4,10,0,0,0,0,1,0,16,3,2186,9635
"188",3516408,"FRANCO DA ROCHA",76.09,0.44,632.42,123427,0.731,0.654,0.852,0.702,6,0,12,14,8,0,0,0,58,360,1,5,0,0,0,0,0,0,2,92,0,0,0,0,0,0,30,485,2804,17889
"189",3516507,"GABRIEL MONTEIRO",73.54,0.37,712.72,2708,0.763,0.762,0.809,0.721,0,0,1,25,0,0,30,0,2,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,339,910
"190",3516606,"GÁLIA",74.36,0.42,565.41,6935,0.709,0.634,0.823,0.684,4,141,3,3,0,0,66,195,3,54,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,424,1310
"191",3516705,"GARÇA",75.93,0.5,786.83,42771,0.769,0.728,0.849,0.737,9,15,17,74,0,0,282,659,22,53,2,25,6,9,0,0,2,0,1,0,0,0,0,0,9,0,8,17,2509,10273
"192",3516804,"GASTÃO VIDIGAL",74.03,0.42,736.47,4185,0.723,0.635,0.817,0.727,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,304
"193",3516853,"GAVIÃO PEIXOTO",73.14,0.35,575.08,4419,0.719,0.676,0.802,0.687,1,0,1,0,0,0,1,7,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2759,0,0,0,0,228,4194
"194",3516903,"GENERAL SALGADO",73.5,0.45,771.92,10616,0.747,0.702,0.808,0.734,2,8,5,5,6,6,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,7,1166,1579
"195",3517000,"GETULINA",73.76,0.45,608.58,9585,0.717,0.652,0.813,0.696,0,0,0,0,4,6,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,372,1241
"196",3517109,"GLICÉRIO",76.47,0.52,777.37,4545,0.735,0.63,0.858,0.735,0,0,0,0,1,0,0,0,10,121,1,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,450,877
"197",3517208,"GUAIÇARA",76.16,0.38,610.2,10619,0.739,0.679,0.853,0.697,0,0,5,2,0,0,3,1,5,13,2,288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,444,1579
"198",3517307,"GUAIMBÊ",74.77,0.4,532.14,5414,0.728,0.689,0.83,0.675,0,0,1,0,1,3,1,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,262,555
"199",3517406,"GUAÍRA",74.46,0.53,901.23,37339,0.753,0.683,0.824,0.759,4,2,18,63,0,0,0,0,22,69,0,0,0,0,0,0,1,4,2,8,0,0,0,0,9,2,4,4,2762,15072
"200",3517505,"GUAPIAÇU",76.93,0.41,741.42,17809,0.725,0.605,0.866,0.728,12,560,11,28,3,2,1,0,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,91,1159,4746
"201",3517604,"GUAPIARA",73.37,0.55,412.51,17832,0.675,0.602,0.806,0.634,0,0,1,90,0,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1055,2128
"202",3517703,"GUARÁ",74.55,0.49,664.56,19801,0.718,0.63,0.826,0.71,4,1,9,326,0,0,3,2,10,16,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,877,3025
"203",3517802,"GUARAÇAÍ",73.2,0.42,619.41,8371,0.719,0.663,0.803,0.699,20,62,1,0,1,0,0,0,2,6,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,1,1,885,1363
"204",3517901,"GUARACI",75.37,0.42,615.78,9946,0.737,0.682,0.84,0.698,2,2,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,388,2466
"205",3518008,"GUARANI D'OESTE",73.34,0.4,557.58,1966,0.732,0.714,0.806,0.682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,4,50,143,313
"206",3518107,"GUARANTÃ",74.93,0.48,615.97,6387,0.713,0.623,0.832,0.698,3,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,1175
"207",3518206,"GUARARAPES",75.39,0.43,739.89,30494,0.763,0.726,0.84,0.727,7,72,6,8,1,0,1,4,25,33,1,5,0,0,0,0,0,0,1,0,1,0,0,0,2,0,20,176,1594,6638
"208",3518305,"GUARAREMA",74.03,0.47,748.79,25691,0.731,0.656,0.817,0.729,10,5,6,114,0,0,0,0,16,43,0,0,0,0,0,0,0,0,0,0,1,0,1,5,3,0,7,18,1617,8023
"209",3518404,"GUARATINGUETÁ",78.17,0.54,926.78,111540,0.798,0.751,0.886,0.764,5,28,13,31,2,1,0,0,77,379,2,15,0,0,0,0,1,25,4,30,5,19,1,307,1,0,31,157,5689,31455
"210",3518503,"GUAREÍ",73.27,0.44,594.42,11720,0.687,0.583,0.805,0.692,0,0,2,4,0,0,0,0,1,4,0,0,0,0,0,0,1,68,0,0,0,0,0,0,0,0,24,303,702,2345
"211",3518602,"GUARIBA",73.63,0.43,671.34,35344,0.719,0.645,0.811,0.712,3,5,25,146,0,0,0,0,29,53,3,61,0,0,0,0,1,0,0,0,0,0,0,0,3,0,8,126,1739,7258
"212",3518701,"GUARUJÁ",76.23,0.5,745,290055,0.751,0.679,0.854,0.729,24,34,18,26,0,0,0,0,104,291,8,26,0,0,0,0,0,0,1,2,1,0,10,299,1,0,37,93,9087,47510
"213",3518800,"GUARULHOS",74.83,0.51,829.91,1213492,0.763,0.717,0.831,0.746,129,1094,250,729,1,0,0,0,622,3117,15,951,33,119,2,0,1,0,31,625,1,237,21,1170,38,5,423,3519,43237,341395
