"","codmun7","municipio","espvida","gini","rdpc","pop","idhm","idhm_e","idhm_l","idhm_r","G01_QTD_EMP","G01_QTD_VINC","G02_QTD_EMP","G02_QTD_VINC","G03_QTD_EMP","G03_QTD_VINC","G04_QTD_EMP","G04_QTD_VINC","G05_QTD_EMP","G05_QTD_VINC","G06_QTD_EMP","G06_QTD_VINC","G07_QTD_EMP","G07_QTD_VINC","G08_QTD_EMP","G08_QTD_VINC","G09_QTD_EMP","G09_QTD_VINC","G10_QTD_EMP","G10_QTD_VINC","G11_QTD_EMP","G11_QTD_VINC","G12_QTD_EMP","G12_QTD_VINC","G13_QTD_EMP","G13_QTD_VINC","G14_QTD_EMP","G14_QTD_VINC","Geral_QTD_EMP","Geral_QTD_VINC"
"539",3548104,"SANTO ANTÔNIO DO JARDIM",75.12,0.41,635.11,5938,0.714,0.62,0.835,0.703,1,0,0,0,2,2,428,292,42,3,0,0,0,0,0,0,0,0,0,0,17,3,0,0,3,0,3,31,896,1218
"540",3548203,"SANTO ANTÔNIO DO PINHAL",73.69,0.47,569.08,6456,0.706,0.632,0.812,0.685,6,9,4,6,0,0,0,0,4,2,0,0,0,0,0,0,2,7,0,0,0,0,0,0,1,0,0,0,520,1169
"541",3548302,"SANTO EXPEDITO",74.69,0.41,497.6,2799,0.732,0.714,0.828,0.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,318
"542",3548401,"SANTÓPOLIS DO AGUAPEÍ",74.78,0.35,551.5,4276,0.74,0.719,0.83,0.68,0,0,1,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,224,532
"543",3548500,"SANTOS",76.13,0.55,1693.65,416553,0.84,0.807,0.852,0.861,64,95,88,468,1,0,1,0,357,970,6,66,0,0,2,0,1,0,18,90,0,0,4,2,18,4,83,477,31004,178529
"544",3548609,"SÃO BENTO DO SAPUCAÍ",73.69,0.55,701.89,10389,0.72,0.638,0.812,0.719,3,2,0,0,6,6,0,0,6,5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,1,477,1666
"545",3548708,"SÃO BERNARDO DO CAMPO",76.65,0.54,1212.65,761343,0.805,0.752,0.861,0.807,141,1379,262,1406,0,0,0,0,592,2734,20,1050,28,153,0,0,1,4,42,2273,1,0,6,87,64,3,170,1124,37973,258124
"546",3548807,"SÃO CAETANO DO SUL",78.2,0.54,2043.74,148195,0.862,0.811,0.887,0.891,37,1442,64,293,0,0,0,0,220,763,11,190,14,76,0,0,0,0,37,327,1,0,8,158,26,4,76,295,15415,109344
"547",3548906,"SÃO CARLOS",76.78,0.49,1079.45,220666,0.805,0.766,0.863,0.788,63,150,74,546,0,0,8,1,265,566,17,42,26,58,0,0,4,66,40,837,0,0,5,69,16,0,89,724,15204,75703
"548",3549003,"SÃO FRANCISCO",73.82,0.45,643.37,2790,0.723,0.658,0.814,0.705,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,218
"549",3549102,"SÃO JOÃO DA BOA VISTA",77.23,0.51,998.31,83244,0.797,0.749,0.871,0.776,22,68,46,435,3,0,127,147,76,115,16,116,1,7,0,0,0,0,11,54,11,71,3,37,9,0,28,64,6576,23672
"550",3549201,"SÃO JOÃO DAS DUAS PONTES",73.34,0.36,532.23,2566,0.72,0.686,0.806,0.675,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,273
"551",3549250,"SÃO JOÃO DE IRACEMA",74.97,0.37,559.18,1780,0.748,0.738,0.833,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,157,259
"552",3549300,"SÃO JOÃO DO PAU D'ALHO",76.26,0.33,680.13,2098,0.75,0.692,0.854,0.714,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,230
"553",3549409,"SÃO JOAQUIM DA BARRA",75.8,0.42,799.93,46359,0.762,0.706,0.847,0.74,5,32,17,169,0,0,0,0,50,148,1,5,0,0,1,1,0,0,2,0,0,0,0,0,7,0,8,16,2319,12468
"554",3549508,"SÃO JOSÉ DA BELA VISTA",75.61,0.46,548.31,8376,0.693,0.58,0.844,0.679,0,0,0,0,0,0,35,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,811
"555",3549607,"SÃO JOSÉ DO BARREIRO",73.8,0.55,506.16,4060,0.684,0.591,0.813,0.666,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,1,0,191,524
"556",3549706,"SÃO JOSÉ DO RIO PARDO",77.05,0.49,818.61,51528,0.774,0.717,0.868,0.744,21,28,25,17,0,0,93,239,49,126,5,215,0,0,0,0,2,1,4,2,3,15,0,0,1,0,34,48,4239,14529
"557",3549805,"SÃO JOSÉ DO RIO PRETO",75.74,0.5,1169.16,405342,0.797,0.748,0.846,0.801,197,1202,145,461,0,0,1,4,555,1257,25,242,10,27,121,994,3,4,58,1001,0,0,2,11,36,6,345,1779,32937,142230
"558",3549904,"SÃO JOSÉ DOS CAMPOS",76.27,0.55,1190.96,627707,0.807,0.764,0.855,0.804,104,545,199,475,1,0,3,0,439,2005,13,86,13,185,2,15,1,3,30,1778,1,11,26,6174,9,2,90,350,31688,182177
"559",3549953,"SÃO LOURENÇO DA SERRA",74.36,0.47,640.64,13844,0.728,0.666,0.823,0.704,2,1,2,2,0,0,0,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,12,670,8330
"560",3550001,"SÃO LUÍS DO PARAITINGA",74.54,0.48,590.68,10333,0.697,0.593,0.826,0.691,2,2,5,1,1,0,1,6,0,0,0,0,0,0,0,0,1,27,1,1,0,0,0,0,0,0,0,0,1518,1823
"561",3550100,"SÃO MANUEL",73.29,0.45,773.82,38157,0.744,0.695,0.805,0.735,7,15,10,5,0,0,111,73,23,46,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1985,8237
"562",3550209,"SÃO MIGUEL ARCANJO",72.95,0.57,657.07,31274,0.71,0.633,0.799,0.708,1,0,10,16,0,0,0,0,7,16,1,29,0,0,0,0,2,2,0,0,0,0,0,0,2,0,6,178,1422,4502
"563",3550308,"SÃO PAULO",76.3,0.62,1516.21,11172609,0.805,0.725,0.855,0.843,1936,5666,2260,5596,3,3,18,10,10514,37191,300,7676,250,2016,192,1332,39,2443,694,6345,15,139,117,1847,467,389,11132,55040,835167,5109943
"564",3550407,"SÃO PEDRO",76.78,0.46,803.02,31561,0.755,0.674,0.863,0.741,4,61,5,7,0,0,1,0,17,24,4,20,1,1,0,0,0,0,0,0,2,11,0,0,1,0,20,57,1825,6593
"565",3550506,"SÃO PEDRO DO TURVO",74.58,0.39,488.08,7151,0.703,0.636,0.826,0.661,0,0,1,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,902,1345
"566",3550605,"SÃO ROQUE",76.79,0.5,932.62,78372,0.768,0.687,0.863,0.765,16,51,26,17,0,0,0,0,73,526,1,4,0,0,0,0,0,0,7,82,0,0,0,0,6,1,21,96,4436,21439
"567",3550704,"SÃO SEBASTIÃO",77.51,0.49,837.48,73583,0.772,0.703,0.875,0.747,5,9,5,74,0,0,0,0,23,131,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3844,18477
"568",3550803,"SÃO SEBASTIÃO DA GRAMA",74.19,0.41,581.04,12061,0.701,0.609,0.82,0.689,0,0,1,23,0,0,153,581,8,23,0,0,0,0,0,0,3,34,3,52,1,1,3,32,2,0,3,1,901,2634
"569",3550902,"SÃO SIMÃO",76.11,0.45,761.14,14313,0.766,0.722,0.852,0.732,4,408,6,27,0,0,3,1,10,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,12,138,1143,3318
"570",3551009,"SÃO VICENTE",76.39,0.47,789.32,330341,0.768,0.716,0.857,0.738,16,17,21,51,0,0,0,0,90,329,4,26,0,0,0,0,0,0,5,7,0,0,1,34,0,0,34,32,7617,35824
"571",3551108,"SARAPUÍ",73.86,0.52,619.86,9003,0.707,0.621,0.814,0.699,1,71,3,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,602,1892
"572",3551207,"SARUTAIÁ",72.65,0.44,548.61,3555,0.688,0.603,0.794,0.679,0,0,0,0,0,0,27,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,196,157,596
"573",3551306,"SEBASTIANÓPOLIS DO SUL",75.08,0.42,840.63,3031,0.773,0.74,0.835,0.748,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,5,1,713,2262
"574",3551405,"SERRA AZUL",73.6,0.45,613.57,8843,0.686,0.572,0.81,0.697,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,845
"575",3551504,"SERRANA",75.08,0.37,677.75,38742,0.729,0.65,0.835,0.713,3,2,18,149,0,0,0,0,13,20,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,0,11,60,1546,7421
"576",3551603,"SERRA NEGRA",77.36,0.48,927.39,26297,0.767,0.676,0.873,0.764,4,7,2,10,0,0,89,206,47,116,2,50,0,0,0,0,1,2,1,1,1,3,0,0,0,0,57,109,2079,6444
"577",3551702,"SERTÃOZINHO",76.31,0.46,953.23,109549,0.761,0.672,0.855,0.768,20,183,178,1427,0,0,0,0,123,663,3,6,6,4,0,0,0,0,6,66,0,0,4,64,23,2,16,28,6412,41384
"578",3551801,"SETE BARRAS",74.89,0.5,459.28,12955,0.673,0.562,0.832,0.651,2,0,0,0,132,637,0,0,0,0,1,1,0,0,0,0,1,60,0,0,0,0,0,0,0,0,2,28,524,1854
"579",3551900,"SEVERÍNIA",73.42,0.41,657.45,15444,0.715,0.638,0.807,0.709,1,0,8,33,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,24,599,2351
"580",3552007,"SILVEIRAS",73.72,0.48,475.69,5780,0.678,0.584,0.812,0.657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,230,790
"581",3552106,"SOCORRO",74.66,0.44,785.71,36547,0.729,0.634,0.828,0.737,8,15,10,70,0,0,29,83,35,66,0,0,2,2,0,0,1,0,2,2,21,11,0,0,1,0,102,354,2178,8208
"582",3552205,"SOROCABA",75.59,0.52,1107.19,581667,0.798,0.762,0.843,0.792,93,682,260,2624,0,0,4,0,479,1536,33,1270,44,668,0,0,1,0,40,994,5,71,7,151,20,3,155,1932,35173,198658
"583",3552304,"SUD MENNUCCI",73.51,0.54,813.95,7435,0.747,0.694,0.809,0.743,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,1602
"584",3552403,"SUMARÉ",75.71,0.45,820.03,241007,0.762,0.705,0.845,0.744,45,387,69,202,1,1,0,0,133,563,7,169,4,43,0,0,0,0,7,62,0,0,4,154,23,0,52,723,8447,56183
"585",3552502,"SUZANO",77.36,0.47,654.61,261357,0.765,0.723,0.873,0.708,34,323,57,167,1,0,0,0,143,774,11,200,3,7,0,0,0,0,17,122,2,0,4,11,3,0,77,443,9435,64894
"586",3552551,"SUZANÁPOLIS",73.75,0.41,500.45,3383,0.699,0.631,0.813,0.665,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,164,1480
"587",3552601,"TABAPUÃ",74.2,0.4,731.31,11280,0.735,0.666,0.82,0.726,14,64,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,8,704,1985
"588",3552700,"TABATINGA",74.1,0.4,625.39,14354,0.704,0.609,0.818,0.7,3,7,2,0,3,0,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,48,1547,3445
"589",3552809,"TABOÃO DA SERRA",76.79,0.47,812.19,243983,0.769,0.71,0.863,0.742,46,536,29,39,0,0,0,0,138,926,8,259,7,143,0,0,1,132,9,21,1,78,7,82,10,114,51,450,7883,64855
"590",3552908,"TACIBA",73.52,0.38,559.1,5683,0.723,0.684,0.809,0.682,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,800
"591",3553005,"TAGUAÍ",74.05,0.37,587.51,10781,0.709,0.631,0.818,0.69,1,1,0,0,0,0,6,35,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2972,528,4569
"592",3553104,"TAIAÇU",73.84,0.41,626.12,5891,0.71,0.628,0.814,0.701,0,0,0,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,402,665
"593",3553203,"TAIÚVA",75.08,0.42,761.47,5427,0.76,0.718,0.835,0.732,1,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,339,747
"594",3553302,"TAMBAÚ",76.45,0.45,747.11,22289,0.731,0.624,0.858,0.729,4,2,6,1,1,0,12,28,8,5,0,0,1,5,0,0,2,1,0,0,64,1412,0,0,5,1,10,33,1823,5908
"595",3553401,"TANABI",74.73,0.42,775.79,23991,0.748,0.687,0.829,0.735,12,335,2,0,4,0,58,4,29,193,0,0,0,0,0,0,0,0,3,72,0,0,0,0,1,0,10,39,2278,5417
"596",3553500,"TAPIRAÍ",75.74,0.44,449.75,7975,0.681,0.578,0.846,0.647,0,0,0,0,2,8,0,0,2,12,0,0,0,0,0,0,0,0,1,25,1,0,0,0,0,0,2,37,251,1157
"597",3553609,"TAPIRATIBA",77.18,0.4,637.12,12721,0.751,0.692,0.87,0.703,0,0,0,0,0,0,37,124,4,4,34,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,510,2684
"598",3553658,"TAQUARAL",74.4,0.51,811.38,2714,0.759,0.716,0.823,0.742,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,547
"599",3553708,"TAQUARITINGA",74.61,0.46,739.25,53797,0.748,0.696,0.827,0.727,8,5,17,69,1,0,0,0,33,66,6,25,0,0,1,1,3,26,2,4,0,0,0,0,4,0,30,196,4278,10676
"600",3553807,"TAQUARITUBA",73.65,0.48,624.86,22190,0.701,0.606,0.811,0.7,2,13,13,58,0,0,39,7,18,44,5,50,0,0,0,0,1,7,1,0,6,86,0,0,1,0,17,145,1834,4960
"601",3553856,"TAQUARIVAÍ",73.64,0.43,373.06,5129,0.679,0.626,0.811,0.617,1,0,3,22,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,473,1429
"602",3553906,"TARABAI",74.37,0.4,505.51,6607,0.726,0.697,0.823,0.666,3,5,3,23,0,0,0,0,3,3,1,10,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,3,270,1018
"603",3553955,"TARUMÃ",76.13,0.54,787.79,12878,0.753,0.68,0.852,0.738,0,0,4,212,0,0,0,0,5,6,2,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,746,5047
"604",3554003,"TATUÍ",75.52,0.47,771.05,106912,0.752,0.688,0.842,0.734,9,249,19,94,3,7,0,0,46,266,6,48,0,0,0,0,0,0,13,41,35,1301,0,0,2,0,23,168,4825,29395
"605",3554102,"TAUBATÉ",77.98,0.51,1011.95,276215,0.8,0.746,0.883,0.778,32,117,61,225,0,0,0,0,184,677,10,6,6,9,0,0,1,225,17,108,2,53,8,568,1,0,42,234,12454,81699
"606",3554201,"TEJUPÁ",72.65,0.48,510.13,4774,0.668,0.563,0.794,0.668,0,0,0,0,0,0,129,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,284,340,1174
"607",3554300,"TEODORO SAMPAIO",76.38,0.47,619.79,21319,0.741,0.679,0.856,0.699,1,0,4,0,0,0,0,0,15,14,0,0,0,0,0,0,1,210,0,0,5,20,0,0,0,0,3,0,1150,3304
"608",3554409,"TERRA ROXA",75.3,0.45,759.32,8475,0.749,0.684,0.838,0.732,0,0,0,0,0,0,0,0,3,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,489,1226
"609",3554508,"TIETÊ",78.04,0.48,927.25,36638,0.778,0.698,0.884,0.764,18,90,9,9,9,17,2,5,58,394,3,12,0,0,1,1,0,0,1,27,2,51,0,0,7,1,109,597,2463,14193
"610",3554607,"TIMBURI",74.58,0.46,580.24,2621,0.71,0.629,0.826,0.688,0,0,0,0,0,0,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,131,445
"611",3554656,"TORRE DE PEDRA",74.73,0.39,548.39,2233,0.714,0.647,0.829,0.679,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,223
"612",3554706,"TORRINHA",76.11,0.45,770.15,9285,0.744,0.658,0.852,0.734,3,11,2,4,0,0,231,67,6,24,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,35,1179,2091
"613",3554755,"TRABIJU",73.63,0.4,505.36,1542,0.722,0.697,0.811,0.666,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,354
"614",3554805,"TREMEMBÉ",77.38,0.53,959.88,37302,0.785,0.72,0.873,0.769,5,38,7,10,0,0,0,0,29,35,0,0,1,1,0,0,1,2,2,51,4,9,0,0,1,0,4,18,1324,4826
"615",3554904,"TRÊS FRONTEIRAS",74.73,0.41,663.71,5397,0.753,0.726,0.829,0.71,0,0,1,0,2,1,1,0,0,0,0,0,1,21,0,0,0,0,0,0,1,0,0,0,0,0,2,0,370,633
"616",3554953,"TUIUTI",77.24,0.39,630.49,5912,0.728,0.63,0.871,0.702,1,2,0,0,1,0,7,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,480,646
"617",3555000,"TUPÃ",76.1,0.54,926.96,62563,0.771,0.704,0.852,0.764,13,263,32,133,2,2,4,7,74,350,6,438,0,0,0,0,0,0,4,107,2,0,0,0,5,0,30,104,3735,16584
"618",3555109,"TUPI PAULISTA",75.08,0.49,914.36,13029,0.769,0.715,0.835,0.762,2,6,4,3,1,0,10,7,17,23,1,2,0,0,0,0,1,17,0,0,2,0,0,0,0,0,3,19,947,2256
"619",3555208,"TURIÚBA",74.44,0.35,676.92,1928,0.751,0.721,0.824,0.713,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,415,280
"620",3555307,"TURMALINA",74.04,0.39,725.06,1966,0.736,0.675,0.817,0.724,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,316
"621",3555356,"UBARANA",75.62,0.35,522.27,5286,0.7,0.604,0.844,0.672,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,32,0,0,0,0,1,0,200,1460
"622",3555406,"UBATUBA",75.47,0.58,803.5,78469,0.751,0.679,0.841,0.741,10,63,6,1,0,0,0,0,41,140,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,97,4904,20618
"623",3555505,"UBIRAJARA",74.72,0.42,580.57,4418,0.727,0.674,0.829,0.689,0,0,1,0,0,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,1448
"624",3555604,"UCHOA",74.36,0.4,655.13,9445,0.721,0.644,0.823,0.708,1,0,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,9,782,1265
"625",3555703,"UNIÃO PAULISTA",76.75,0.35,610.77,1599,0.749,0.699,0.863,0.697,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,93,287
"626",3555802,"URÂNIA",73.25,0.46,739.08,8809,0.746,0.709,0.804,0.727,2,37,2,0,2,2,0,0,5,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,1,485,1284
"627",3555901,"URU",74.93,0.39,544.1,1250,0.712,0.639,0.832,0.678,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190,261
"628",3556008,"URUPÊS",74.03,0.43,805.66,12674,0.745,0.683,0.817,0.741,3,0,4,1,0,0,1,1,9,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,83,637,2026,2708
"629",3556107,"VALENTIM GENTIL",73.62,0.36,654.97,10987,0.735,0.692,0.81,0.708,69,917,9,44,1,0,5,0,16,35,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,5,0,988,2937
"630",3556206,"VALINHOS",76.01,0.54,1570.91,106411,0.819,0.763,0.85,0.848,55,502,53,167,0,0,0,0,154,873,20,665,18,128,1,0,1,0,10,39,5,14,1,37,8,0,39,224,8704,48031
"631",3556305,"VALPARAÍSO",74.47,0.45,701.02,20302,0.725,0.643,0.825,0.719,2,3,2,21,0,0,1,0,10,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,837,5816
"632",3556354,"VARGEM",75.36,0.38,587.59,8789,0.699,0.591,0.839,0.69,0,0,1,0,2,0,1,0,3,0,0,0,1,26,0,0,1,24,0,0,18,31,0,0,0,0,1,23,398,936
"633",3556404,"VARGEM GRANDE DO SUL",76.78,0.42,711.6,39159,0.737,0.643,0.863,0.721,11,30,16,21,1,0,18,25,12,40,1,4,0,0,0,0,0,0,2,2,39,555,1,22,2,0,14,21,2222,7387
"634",3556453,"VARGEM GRANDE PAULISTA",78.02,0.5,876.61,42786,0.77,0.683,0.884,0.755,24,279,22,18,0,0,0,0,26,90,4,14,1,4,0,0,0,0,2,19,0,0,3,10,2,0,10,239,2211,12025
"635",3556503,"VÁRZEA PAULISTA",76.8,0.39,706.02,106832,0.759,0.705,0.863,0.72,33,86,56,73,0,0,0,0,45,112,6,313,12,164,1,2,1,5,0,0,3,91,3,3,1,0,28,158,2839,17467
"636",3556602,"VERA CRUZ",74.79,0.45,713.66,10664,0.754,0.715,0.83,0.722,1,0,2,0,0,0,73,204,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,458,1240
"637",3556701,"VINHEDO",77.68,0.53,1493.32,63120,0.817,0.739,0.878,0.84,16,156,24,61,0,0,1,3,73,155,4,136,10,179,0,0,0,0,4,54,5,223,3,28,9,0,15,27,5235,37793
"638",3556800,"VIRADOURO",74.4,0.4,692.01,17263,0.739,0.683,0.823,0.717,8,1,5,2,0,0,0,0,12,11,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,12,476,1271,2924
"639",3556909,"VISTA ALEGRE DO ALTO",75.41,0.35,732.14,6810,0.744,0.676,0.84,0.726,1,2,5,9,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,552,3383
"640",3556958,"VITÓRIA BRASIL",73.63,0.35,572.68,1737,0.725,0.685,0.811,0.686,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,206
"641",3557006,"VOTORANTIM",75.3,0.4,703.99,108590,0.767,0.747,0.838,0.72,15,61,23,315,0,0,0,0,72,206,4,36,2,11,0,0,1,13,4,8,0,0,0,0,3,2,26,1068,3690,19684
"642",3557105,"VOTUPORANGA",76.44,0.49,977.39,84511,0.79,0.744,0.857,0.772,93,1517,23,124,1,0,3,1,86,232,7,54,1,1,1,3,1,0,16,142,0,0,3,16,2,1,60,369,5051,26440
"643",3557154,"ZACARIAS",74.56,0.39,605.79,2335,0.729,0.674,0.826,0.695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,0,0,1,0,1,0,0,0,0,0,278,585
"644",3557204,"CHAVANTES",74.66,0.47,677.3,12055,0.729,0.655,0.828,0.713,3,6,8,36,0,0,1,2,7,17,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,442,1681
"645",3557303,"ESTIVA GERBI",73.87,0.41,686.89,10001,0.74,0.695,0.815,0.716,3,18,4,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,371,2385
