"","CO_UF","NO_UF","SGL_UF","CO_MESORREGIAO","DS_MESORREGIAO","CO_MICRORREGIAO","DS_MICRORREGIAO","CO_MUNICIPIO_P","CO_MUNICIPIO","NOME_MUNICIPIO.x","LATITUDE","LONGITUDE","NOME_MUNICIPIO.y","QTD"
"490","35","São Paulo","SP","02","Ribeirão Preto","014","Ribeirão Preto","43402",3543402,"Ribeirão Preto","-21.1699","-47.8099","Ribeirão Preto",2
"491","35","São Paulo","SP","02","Ribeirão Preto","012","Franca","43600",3543600,"Rifaina","-20.0803","-47.4291",,
"492","35","São Paulo","SP","05","Araraquara","024","Araraquara","43709",3543709,"Rincão","-21.5894","-48.0728","Rincão",11
"493","35","São Paulo","SP","08","Presidente Prudente","035","Adamantina","43808",3543808,"Rinópolis","-21.7284","-50.7239",,
"494","35","São Paulo","SP","06","Piracicaba","026","Rio Claro","43907",3543907,"Rio Claro","-22.3984","-47.5546","Rio Claro",23
"495","35","São Paulo","SP","06","Piracicaba","028","Piracicaba","44004",3544004,"Rio das Pedras","-22.8417","-47.6047",,
"496","35","São Paulo","SP","15","Metropolitana de São Paulo","061","São Paulo","44103",3544103,"Rio Grande da Serra","-23.7437","-46.3971","Rio Grande da Serra",1
"497","35","São Paulo","SP","01","São José do Rio Preto","003","Votuporanga","44202",3544202,"Riolândia","-19.9868","-49.6836",,
"498","35","São Paulo","SP","11","Itapetininga","041","Itapeva","43501",3543501,"Riversul","-23.829","-49.429",,
"499","35","São Paulo","SP","08","Presidente Prudente","036","Presidente Prudente","44251",3544251,"Rosana","-22.5782","-53.0603",,
"500","35","São Paulo","SP","13","Vale do Paraíba Paulista","051","Guaratinguetá","44301",3544301,"Roseira","-22.8938","-45.307",,
"501","35","São Paulo","SP","03","Araçatuba","017","Araçatuba","44400",3544400,"Rubiácea","-21.3006","-50.7296",,
"502","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","44509",3544509,"Rubinéia","-20.1759","-51.007",,
"503","35","São Paulo","SP","04","Bauru","019","Lins","44608",3544608,"Sabino","-21.4593","-49.5755",,
"504","35","São Paulo","SP","08","Presidente Prudente","035","Adamantina","44707",3544707,"Sagres","-21.8823","-50.9594",,
"505","35","São Paulo","SP","01","São José do Rio Preto","008","Novo Horizonte","44806",3544806,"Sales","-21.3427","-49.4897","Sales",1
"506","35","São Paulo","SP","02","Ribeirão Preto","010","São Joaquim da Barra","44905",3544905,"Sales Oliveira","-20.7696","-47.8369",,
"507","35","São Paulo","SP","15","Metropolitana de São Paulo","062","Mogi das Cruzes","45001",3545001,"Salesópolis","-23.5288","-45.8465",,
"508","35","São Paulo","SP","08","Presidente Prudente","035","Adamantina","45100",3545100,"Salmourão","-21.6267","-50.8614",,
"509","35","São Paulo","SP","06","Piracicaba","028","Piracicaba","45159",3545159,"Saltinho","-22.8442","-47.6754","Saltinho",3
"510","35","São Paulo","SP","12","Macro Metropolitana Paulista","046","Sorocaba","45209",3545209,"Salto","-23.1996","-47.2931","Salto",7
"511","35","São Paulo","SP","12","Macro Metropolitana Paulista","046","Sorocaba","45308",3545308,"Salto de Pirapora","-23.6474","-47.5743","Salto de Pirapora",2
"512","35","São Paulo","SP","10","Assis","040","Ourinhos","45407",3545407,"Salto Grande","-22.8894","-49.9831",,
"513","35","São Paulo","SP","08","Presidente Prudente","036","Presidente Prudente","45506",3545506,"Sandovalina","-22.4551","-51.7648",,
"514","35","São Paulo","SP","01","São José do Rio Preto","005","Catanduva","45605",3545605,"Santa Adélia","-21.2427","-48.8063",,
"515","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","45704",3545704,"Santa Albertina","-20.0311","-50.7297",,
"516","35","São Paulo","SP","07","Campinas","032","Campinas","45803",3545803,"Santa Bárbara d'Oeste","-22.7553","-47.4143","Santa Bárbara d'Oeste",1
"517","35","São Paulo","SP","13","Vale do Paraíba Paulista","050","São José dos Campos","46009",3546009,"Santa Branca","-23.3933","-45.8875",,
"518","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","46108",3546108,"Santa Clara d'Oeste","-20.09","-50.9491",,
"519","35","São Paulo","SP","06","Piracicaba","027","Limeira","46207",3546207,"Santa Cruz da Conceição","-22.1405","-47.4512","Santa Cruz da Conceição",7
"520","35","São Paulo","SP","02","Ribeirão Preto","015","Batatais","46256",3546256,"Santa Cruz da Esperança","-21.2951","-47.4304","Santa Cruz da Esperança",2
"521","35","São Paulo","SP","07","Campinas","029","Pirassununga","46306",3546306,"Santa Cruz das Palmeiras","-21.8235","-47.248","Santa Cruz das Palmeiras",2
"522","35","São Paulo","SP","10","Assis","040","Ourinhos","46405",3546405,"Santa Cruz do Rio Pardo","-22.8988","-49.6354",,
"523","35","São Paulo","SP","02","Ribeirão Preto","013","Jaboticabal","46504",3546504,"Santa Ernestina","-21.4618","-48.3953",,
"524","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","46603",3546603,"Santa Fé do Sul","-20.2083","-50.932",,
"525","35","São Paulo","SP","06","Piracicaba","027","Limeira","46702",3546702,"Santa Gertrudes","-22.4572","-47.5272","Santa Gertrudes",15
"526","35","São Paulo","SP","15","Metropolitana de São Paulo","059","Guarulhos","46801",3546801,"Santa Isabel","-23.3172","-46.2237",,
"527","35","São Paulo","SP","05","Araraquara","024","Araraquara","46900",3546900,"Santa Lúcia","-21.685","-48.0885",,
"528","35","São Paulo","SP","06","Piracicaba","028","Piracicaba","47007",3547007,"Santa Maria da Serra","-22.5661","-48.1593",,
"529","35","São Paulo","SP","08","Presidente Prudente","034","Dracena","47106",3547106,"Santa Mercedes","-21.3495","-51.7564",,
"530","35","São Paulo","SP","02","Ribeirão Preto","014","Ribeirão Preto","47502",3547502,"Santa Rita do Passa Quatro","-21.7083","-47.478","Santa Rita do Passa Quatro",2
"531","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","47403",3547403,"Santa Rita d'Oeste","-20.1414","-50.8358",,
"532","35","São Paulo","SP","02","Ribeirão Preto","014","Ribeirão Preto","47601",3547601,"Santa Rosa de Viterbo","-21.4776","-47.3622","Santa Rosa de Viterbo",2
"533","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","47650",3547650,"Santa Salete","-20.2429","-50.6887",,
"534","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","47205",3547205,"Santana da Ponte Pensa","-20.2523","-50.8014",,
"535","35","São Paulo","SP","15","Metropolitana de São Paulo","057","Osasco","47304",3547304,"Santana de Parnaíba","-23.4439","-46.9178",,
"536","35","São Paulo","SP","08","Presidente Prudente","036","Presidente Prudente","47700",3547700,"Santo Anastácio","-21.9747","-51.6527",,
"537","35","São Paulo","SP","15","Metropolitana de São Paulo","061","São Paulo","47809",3547809,"Santo André","-23.6737","-46.5432",,
"538","35","São Paulo","SP","02","Ribeirão Preto","015","Batatais","47908",3547908,"Santo Antônio da Alegria","-21.0864","-47.1464",,
"539","35","São Paulo","SP","07","Campinas","031","Mogi Mirim","48005",3548005,"Santo Antônio de Posse","-22.6029","-46.9192","Santo Antônio de Posse",1
"540","35","São Paulo","SP","03","Araçatuba","017","Araçatuba","48054",3548054,"Santo Antônio do Aracanguá","-20.9331","-50.498","Santo Antônio do Aracanguá",1
"541","35","São Paulo","SP","07","Campinas","030","São João da Boa Vista","48104",3548104,"Santo Antônio do Jardim","-22.1121","-46.6845","Santo Antônio do Jardim",17
"542","35","São Paulo","SP","13","Vale do Paraíba Paulista","049","Campos do Jordão","48203",3548203,"Santo Antônio do Pinhal","-22.827","-45.663",,
"543","35","São Paulo","SP","08","Presidente Prudente","036","Presidente Prudente","48302",3548302,"Santo Expedito","-21.8467","-51.3929",,
"544","35","São Paulo","SP","03","Araçatuba","018","Birigui","48401",3548401,"Santópolis do Aguapeí","-21.6376","-50.5044","Santópolis do Aguapeí",2
"545","35","São Paulo","SP","15","Metropolitana de São Paulo","063","Santos","48500",3548500,"Santos","-23.9535","-46.335",,
"546","35","São Paulo","SP","13","Vale do Paraíba Paulista","049","Campos do Jordão","48609",3548609,"São Bento do Sapucaí","-22.6837","-45.7287","São Bento do Sapucaí",1
"547","35","São Paulo","SP","15","Metropolitana de São Paulo","061","São Paulo","48708",3548708,"São Bernardo do Campo","-23.6914","-46.5646","São Bernardo do Campo",1
"548","35","São Paulo","SP","15","Metropolitana de São Paulo","061","São Paulo","48807",3548807,"São Caetano do Sul","-23.6229","-46.5548","São Caetano do Sul",1
"549","35","São Paulo","SP","05","Araraquara","025","São Carlos","48906",3548906,"São Carlos","-22.0174","-47.886",,
"550","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","49003",3549003,"São Francisco","-20.3623","-50.6952",,
"551","35","São Paulo","SP","07","Campinas","030","São João da Boa Vista","49102",3549102,"São João da Boa Vista","-21.9707","-46.7944","São João da Boa Vista",11
"552","35","São Paulo","SP","01","São José do Rio Preto","002","Fernandópolis","49201",3549201,"São João das Duas Pontes","-20.3879","-50.3792",,
"553","35","São Paulo","SP","01","São José do Rio Preto","006","Auriflama","49250",3549250,"São João de Iracema","-20.5111","-50.3561",,
"554","35","São Paulo","SP","08","Presidente Prudente","034","Dracena","49300",3549300,"São João do Pau d'Alho","-21.2662","-51.6672",,
"555","35","São Paulo","SP","02","Ribeirão Preto","010","São Joaquim da Barra","49409",3549409,"São Joaquim da Barra","-20.5812","-47.8593",,
"556","35","São Paulo","SP","02","Ribeirão Preto","012","Franca","49508",3549508,"São José da Bela Vista","-20.5935","-47.6424",,
"557","35","São Paulo","SP","13","Vale do Paraíba Paulista","052","Bananal","49607",3549607,"São José do Barreiro","-22.6414","-44.5774",,
"558","35","São Paulo","SP","07","Campinas","030","São João da Boa Vista","49706",3549706,"São José do Rio Pardo","-21.5953","-46.8873","São José do Rio Pardo",3
"559","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","49805",3549805,"São José do Rio Preto","-20.8113","-49.3758",,
"560","35","São Paulo","SP","13","Vale do Paraíba Paulista","050","São José dos Campos","49904",3549904,"São José dos Campos","-23.1896","-45.8841","São José dos Campos",1
"561","35","São Paulo","SP","15","Metropolitana de São Paulo","060","Itapecerica da Serra","49953",3549953,"São Lourenço da Serra","-23.8491","-46.9432",,
"562","35","São Paulo","SP","13","Vale do Paraíba Paulista","053","Paraibuna/Paraitinga","50001",3550001,"São Luiz do Paraitinga","-23.222","-45.3109",,
"563","35","São Paulo","SP","04","Bauru","023","Botucatu","50100",3550100,"São Manuel","-22.7321","-48.5723",,
"564","35","São Paulo","SP","12","Macro Metropolitana Paulista","045","Piedade","50209",3550209,"São Miguel Arcanjo","-23.8782","-47.9935",,
"565","35","São Paulo","SP","15","Metropolitana de São Paulo","061","São Paulo","50308",3550308,"São Paulo","-23.5329","-46.6395","São Paulo",15
"566","35","São Paulo","SP","06","Piracicaba","028","Piracicaba","50407",3550407,"São Pedro","-22.5483","-47.9096","São Pedro",2
"567","35","São Paulo","SP","10","Assis","040","Ourinhos","50506",3550506,"São Pedro do Turvo","-22.7453","-49.7428",,
"568","35","São Paulo","SP","12","Macro Metropolitana Paulista","046","Sorocaba","50605",3550605,"São Roque","-23.5226","-47.1357",,
"569","35","São Paulo","SP","13","Vale do Paraíba Paulista","054","Caraguatatuba","50704",3550704,"São Sebastião","-23.7951","-45.4143",,
"570","35","São Paulo","SP","07","Campinas","030","São João da Boa Vista","50803",3550803,"São Sebastião da Grama","-21.7041","-46.8208","São Sebastião da Grama",1
"571","35","São Paulo","SP","02","Ribeirão Preto","014","Ribeirão Preto","50902",3550902,"São Simão","-21.4732","-47.5518",,
"572","35","São Paulo","SP","15","Metropolitana de São Paulo","063","Santos","51009",3551009,"São Vicente","-23.9574","-46.3883",,
"573","35","São Paulo","SP","12","Macro Metropolitana Paulista","046","Sorocaba","51108",3551108,"Sarapuí","-23.6397","-47.8249",,
"574","35","São Paulo","SP","10","Assis","040","Ourinhos","51207",3551207,"Sarutaiá","-23.2721","-49.4763",,
"575","35","São Paulo","SP","01","São José do Rio Preto","007","Nhandeara","51306",3551306,"Sebastianópolis do Sul","-20.6523","-49.925",,
"576","35","São Paulo","SP","02","Ribeirão Preto","014","Ribeirão Preto","51405",3551405,"Serra Azul","-21.3074","-47.5602",,
"577","35","São Paulo","SP","07","Campinas","033","Amparo","51603",3551603,"Serra Negra","-22.6139","-46.7033","Serra Negra",1
"578","35","São Paulo","SP","02","Ribeirão Preto","014","Ribeirão Preto","51504",3551504,"Serrana","-21.2043","-47.5952",,
"579","35","São Paulo","SP","02","Ribeirão Preto","014","Ribeirão Preto","51702",3551702,"Sertãozinho","-21.1316","-47.9875",,
"580","35","São Paulo","SP","14","Litoral Sul Paulista","055","Registro","51801",3551801,"Sete Barras","-24.382","-47.9279",,
"581","35","São Paulo","SP","01","São José do Rio Preto","005","Catanduva","51900",3551900,"Severínia","-20.8108","-48.8054",,
"582","35","São Paulo","SP","13","Vale do Paraíba Paulista","052","Bananal","52007",3552007,"Silveiras","-22.6638","-44.8522",,
"583","35","São Paulo","SP","07","Campinas","033","Amparo","52106",3552106,"Socorro","-22.5903","-46.5251","Socorro",21
"584","35","São Paulo","SP","12","Macro Metropolitana Paulista","046","Sorocaba","52205",3552205,"Sorocaba","-23.4969","-47.4451","Sorocaba",5
"585","35","São Paulo","SP","03","Araçatuba","016","Andradina","52304",3552304,"Sud Mennucci","-20.6872","-50.9238",,
"586","35","São Paulo","SP","07","Campinas","032","Campinas","52403",3552403,"Sumaré","-22.8204","-47.2728",,
"587","35","São Paulo","SP","03","Araçatuba","016","Andradina","52551",3552551,"Suzanápolis","-20.4981","-51.0268",,
"588","35","São Paulo","SP","15","Metropolitana de São Paulo","062","Mogi das Cruzes","52502",3552502,"Suzano","-23.5448","-46.3112","Suzano",2
"589","35","São Paulo","SP","01","São José do Rio Preto","005","Catanduva","52601",3552601,"Tabapuã","-20.9602","-49.0307",,
"590","35","São Paulo","SP","05","Araraquara","024","Araraquara","52700",3552700,"Tabatinga","-21.7239","-48.6896",,
"591","35","São Paulo","SP","15","Metropolitana de São Paulo","060","Itapecerica da Serra","52809",3552809,"Taboão da Serra","-23.6019","-46.7526","Taboão da Serra",1
"592","35","São Paulo","SP","08","Presidente Prudente","036","Presidente Prudente","52908",3552908,"Taciba","-22.3866","-51.2882",,
"593","35","São Paulo","SP","10","Assis","040","Ourinhos","53005",3553005,"Taguaí","-23.4452","-49.4024",,
"594","35","São Paulo","SP","02","Ribeirão Preto","013","Jaboticabal","53104",3553104,"Taiaçu","-21.1431","-48.5112",,
"595","35","São Paulo","SP","02","Ribeirão Preto","013","Jaboticabal","53203",3553203,"Taiúva","-21.1223","-48.4528",,
"596","35","São Paulo","SP","07","Campinas","030","São João da Boa Vista","53302",3553302,"Tambaú","-21.7029","-47.2703","Tambaú",64
"597","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","53401",3553401,"Tanabi","-20.6228","-49.6563",,
"598","35","São Paulo","SP","12","Macro Metropolitana Paulista","045","Piedade","53500",3553500,"Tapiraí","-23.9612","-47.5062","Tapiraí",1
"599","35","São Paulo","SP","07","Campinas","030","São João da Boa Vista","53609",3553609,"Tapiratiba","-21.4713","-46.7448",,
"600","35","São Paulo","SP","02","Ribeirão Preto","013","Jaboticabal","53658",3553658,"Taquaral","-21.0737","-48.4126",,
"601","35","São Paulo","SP","02","Ribeirão Preto","013","Jaboticabal","53708",3553708,"Taquaritinga","-21.4049","-48.5103",,
"602","35","São Paulo","SP","11","Itapetininga","041","Itapeva","53807",3553807,"Taquarituba","-23.5307","-49.241","Taquarituba",6
"603","35","São Paulo","SP","11","Itapetininga","041","Itapeva","53856",3553856,"Taquarivaí","-23.9211","-48.6948",,
"604","35","São Paulo","SP","08","Presidente Prudente","036","Presidente Prudente","53906",3553906,"Tarabai","-22.3016","-51.5621",,
"605","35","São Paulo","SP","10","Assis","039","Assis","53955",3553955,"Tarumã","-22.7429","-50.5786",,
"606","35","São Paulo","SP","11","Itapetininga","043","Tatuí","54003",3554003,"Tatuí","-23.3487","-47.8461","Tatuí",35
"607","35","São Paulo","SP","13","Vale do Paraíba Paulista","050","São José dos Campos","54102",3554102,"Taubaté","-23.0104","-45.5593","Taubaté",2
"608","35","São Paulo","SP","10","Assis","040","Ourinhos","54201",3554201,"Tejupá","-23.3425","-49.3722",,
"609","35","São Paulo","SP","08","Presidente Prudente","036","Presidente Prudente","54300",3554300,"Teodoro Sampaio","-22.5299","-52.1682","Teodoro Sampaio",5
"610","35","São Paulo","SP","02","Ribeirão Preto","013","Jaboticabal","54409",3554409,"Terra Roxa","-20.787","-48.3314",,
"611","35","São Paulo","SP","06","Piracicaba","028","Piracicaba","54508",3554508,"Tietê","-23.1101","-47.7164","Tietê",2
"612","35","São Paulo","SP","10","Assis","040","Ourinhos","54607",3554607,"Timburi","-23.2057","-49.6096",,
"613","35","São Paulo","SP","11","Itapetininga","043","Tatuí","54656",3554656,"Torre de Pedra","-23.2462","-48.1955",,
"614","35","São Paulo","SP","06","Piracicaba","026","Rio Claro","54706",3554706,"Torrinha","-22.4237","-48.1731",,
"615","35","São Paulo","SP","05","Araraquara","024","Araraquara","54755",3554755,"Trabiju","-22.0388","-48.3342",,
"616","35","São Paulo","SP","13","Vale do Paraíba Paulista","050","São José dos Campos","54805",3554805,"Tremembé","-22.9571","-45.5475","Tremembé",4
"617","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","54904",3554904,"Três Fronteiras","-20.2344","-50.8905","Três Fronteiras",1
"618","35","São Paulo","SP","12","Macro Metropolitana Paulista","048","Bragança Paulista","54953",3554953,"Tuiuti","-22.8193","-46.6937",,
"619","35","São Paulo","SP","09","Marília","037","Tupã","55000",3555000,"Tupã","-21.9335","-50.5191","Tupã",2
"620","35","São Paulo","SP","08","Presidente Prudente","034","Dracena","55109",3555109,"Tupi Paulista","-21.3825","-51.575","Tupi Paulista",2
"621","35","São Paulo","SP","03","Araçatuba","018","Birigui","55208",3555208,"Turiúba","-20.9428","-50.1135",,
"622","35","São Paulo","SP","01","São José do Rio Preto","002","Fernandópolis","55307",3555307,"Turmalina","-20.0486","-50.4792",,
"623","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","55356",3555356,"Ubarana","-21.165","-49.7198","Ubarana",3
"624","35","São Paulo","SP","13","Vale do Paraíba Paulista","054","Caraguatatuba","55406",3555406,"Ubatuba","-23.4332","-45.0834",,
"625","35","São Paulo","SP","04","Bauru","020","Bauru","55505",3555505,"Ubirajara","-22.5272","-49.6613",,
"626","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","55604",3555604,"Uchoa","-20.9511","-49.1713","Uchoa",1
"627","35","São Paulo","SP","01","São José do Rio Preto","007","Nhandeara","55703",3555703,"União Paulista","-20.8862","-49.9025",,
"628","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","55802",3555802,"Urânia","-20.2455","-50.6455",,
"629","35","São Paulo","SP","04","Bauru","020","Bauru","55901",3555901,"Uru","-21.7866","-49.2848",,
"630","35","São Paulo","SP","01","São José do Rio Preto","008","Novo Horizonte","56008",3556008,"Urupês","-21.2032","-49.2931","Urupês",1
"631","35","São Paulo","SP","01","São José do Rio Preto","003","Votuporanga","56107",3556107,"Valentim Gentil","-20.4217","-50.0889",,
"632","35","São Paulo","SP","07","Campinas","032","Campinas","56206",3556206,"Valinhos","-22.9698","-46.9974","Valinhos",5
"633","35","São Paulo","SP","03","Araçatuba","017","Araçatuba","56305",3556305,"Valparaíso","-21.2229","-50.8699",,
"634","35","São Paulo","SP","12","Macro Metropolitana Paulista","048","Bragança Paulista","56354",3556354,"Vargem","-22.887","-46.4124","Vargem",18
"635","35","São Paulo","SP","07","Campinas","030","São João da Boa Vista","56404",3556404,"Vargem Grande do Sul","-21.8322","-46.8913","Vargem Grande do Sul",39
"636","35","São Paulo","SP","15","Metropolitana de São Paulo","060","Itapecerica da Serra","56453",3556453,"Vargem Grande Paulista","-23.5993","-47.022",,
"637","35","São Paulo","SP","12","Macro Metropolitana Paulista","047","Jundiaí","56503",3556503,"Várzea Paulista","-23.2136","-46.8234","Várzea Paulista",3
"638","35","São Paulo","SP","09","Marília","038","Marília","56602",3556602,"Vera Cruz","-22.2183","-49.8207",,
"639","35","São Paulo","SP","07","Campinas","032","Campinas","56701",3556701,"Vinhedo","-23.0302","-46.9833","Vinhedo",5
"640","35","São Paulo","SP","02","Ribeirão Preto","013","Jaboticabal","56800",3556800,"Viradouro","-20.8734","-48.293",,
"641","35","São Paulo","SP","02","Ribeirão Preto","013","Jaboticabal","56909",3556909,"Vista Alegre do Alto","-21.1692","-48.6284",,
"642","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","56958",3556958,"Vitória Brasil","-20.1956","-50.4875",,
"643","35","São Paulo","SP","12","Macro Metropolitana Paulista","046","Sorocaba","57006",3557006,"Votorantim","-23.5446","-47.4388",,
"644","35","São Paulo","SP","01","São José do Rio Preto","003","Votuporanga","57105",3557105,"Votuporanga","-20.4237","-49.9781",,
"645","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","57154",3557154,"Zacarias","-21.0506","-50.0552","Zacarias",1
